Date,Close
4/25/2022 23:58:00,4.332993
4/26/2022 23:58:00,4.43795
4/27/2022 23:58:00,4.461029
4/28/2022 23:58:00,4.466892
4/29/2022 23:58:00,4.430362
4/30/2022 23:58:00,4.430362
5/1/2022 23:58:00,4.44125
5/2/2022 23:58:00,4.465995
5/3/2022 23:58:00,4.45955
5/4/2022 23:58:00,4.378085
5/5/2022 23:58:00,4.447775
5/6/2022 23:58:00,4.47047
5/7/2022 23:58:00,4.47047
5/8/2022 23:58:00,4.46275
5/9/2022 23:58:00,4.442735
5/10/2022 23:58:00,4.445975
5/11/2022 23:58:00,4.44805
5/12/2022 23:58:00,4.49705
5/13/2022 23:58:00,4.498575
5/14/2022 23:58:00,4.498575
5/15/2022 23:58:00,4.50113
5/16/2022 23:58:00,4.461955
5/17/2022 23:58:00,4.41181
5/18/2022 23:58:00,4.435565
5/19/2022 23:58:00,4.3936
5/20/2022 23:58:00,4.38295
5/21/2022 23:58:00,4.38295
5/22/2022 23:58:00,4.38037
5/23/2022 23:58:00,4.31705
5/24/2022 23:58:00,4.282675
5/25/2022 23:58:00,4.304075
5/26/2022 23:58:00,4.29235
5/27/2022 23:58:00,4.25895
5/28/2022 23:58:00,4.25895
5/29/2022 23:58:00,4.260235
5/30/2022 23:58:00,4.256995
5/31/2022 23:58:00,4.268555
6/1/2022 23:58:00,4.3067
6/2/2022 23:58:00,4.25685
6/3/2022 23:58:00,4.28165
6/4/2022 23:58:00,4.28225
6/5/2022 23:58:00,4.27865
6/6/2022 23:58:00,4.28745
6/7/2022 23:58:00,4.277075
6/8/2022 23:58:00,4.27885
6/9/2022 23:58:00,4.33705
6/10/2022 23:58:00,4.38145
6/11/2022 23:58:00,4.38115
6/12/2022 23:58:00,4.3968
6/13/2022 23:58:00,4.46885
6/14/2022 23:58:00,4.46414
6/15/2022 23:58:00,4.46165
6/16/2022 23:58:00,4.4816
6/17/2022 23:58:00,4.45795
6/18/2022 23:58:00,4.4577
6/19/2022 23:58:00,4.4623
6/20/2022 23:58:00,4.41905
6/21/2022 23:58:00,4.40328
6/22/2022 23:58:00,4.44725
6/23/2022 23:58:00,4.46875
6/24/2022 23:58:00,4.43857
6/25/2022 23:58:00,4.43857
6/26/2022 23:58:00,4.4369
6/27/2022 23:58:00,4.4275
6/28/2022 23:58:00,4.46375
6/29/2022 23:58:00,4.46971
6/30/2022 23:58:00,4.485
7/1/2022 23:58:00,4.50368
7/2/2022 23:58:00,4.50368
7/3/2022 23:58:00,4.5004
7/4/2022 23:58:00,4.51845
7/5/2022 23:58:00,4.6251
7/6/2022 23:58:00,4.68488
7/7/2022 23:58:00,4.7032
7/8/2022 23:58:00,4.68765
7/9/2022 23:58:00,4.68785
7/10/2022 23:58:00,4.6947
7/11/2022 23:58:00,4.781525
7/12/2022 23:58:00,4.80015
7/13/2022 23:58:00,4.8174
7/14/2022 23:58:00,4.80755
7/15/2022 23:58:00,4.73995
7/16/2022 23:58:00,4.74005
7/17/2022 23:58:00,4.73875
7/18/2022 23:58:00,4.70847
7/19/2022 23:58:00,4.64995
7/20/2022 23:58:00,4.6873
7/21/2022 23:58:00,4.66055
7/22/2022 23:58:00,4.641116
7/23/2022 23:58:00,4.642516
7/24/2022 23:58:00,4.646146
7/25/2022 23:58:00,4.62095
7/26/2022 23:58:00,4.696958
7/27/2022 23:58:00,4.68945
7/28/2022 23:58:00,4.67175
7/29/2022 23:58:00,4.634773
7/30/2022 23:58:00,4.634773
7/31/2022 23:58:00,4.639755
8/1/2022 23:58:00,4.59695
8/2/2022 23:58:00,4.652014
8/3/2022 23:58:00,4.625124
8/4/2022 23:58:00,4.59705
8/5/2022 23:58:00,4.6255
8/6/2022 23:58:00,4.625423
8/7/2022 23:58:00,4.632069
8/8/2022 23:58:00,4.608467
8/9/2022 23:58:00,4.60625
8/10/2022 23:58:00,4.54035
8/11/2022 23:58:00,4.541797
8/12/2022 23:58:00,4.536462
8/13/2022 23:58:00,4.536462
8/14/2022 23:58:00,4.544256
8/15/2022 23:58:00,4.609239
8/16/2022 23:58:00,4.585014
8/17/2022 23:58:00,4.620623
8/18/2022 23:58:00,4.689588
8/19/2022 23:58:00,4.731537
8/20/2022 23:58:00,4.731874
8/21/2022 23:58:00,4.733634
8/22/2022 23:58:00,4.79026
8/23/2022 23:58:00,4.790352
8/24/2022 23:58:00,4.784672
8/25/2022 23:58:00,4.754998
8/26/2022 23:58:00,4.752598
8/27/2022 23:58:00,4.752498
8/28/2022 23:58:00,4.774828
8/29/2022 23:58:00,4.730026
8/30/2022 23:58:00,4.71335
8/31/2022 23:58:00,4.705964
9/1/2022 23:58:00,4.73932
9/2/2022 23:58:00,4.741893
9/3/2022 23:58:00,4.741893
9/4/2022 23:58:00,4.764675
9/5/2022 23:58:00,4.754205
9/6/2022 23:58:00,4.781155
9/7/2022 23:58:00,4.71559
9/8/2022 23:58:00,4.704316
9/9/2022 23:58:00,4.674088
9/10/2022 23:58:00,4.67405
9/11/2022 23:58:00,4.662198
9/12/2022 23:58:00,4.634202
9/13/2022 23:58:00,4.72945
9/14/2022 23:58:00,4.724879
9/15/2022 23:58:00,4.732169
9/16/2022 23:58:00,4.713927
9/17/2022 23:58:00,4.713388
9/18/2022 23:58:00,4.709757
9/19/2022 23:58:00,4.69165
9/20/2022 23:58:00,4.743264
9/21/2022 23:58:00,4.86195
9/22/2022 23:58:00,4.828777
9/23/2022 23:58:00,4.895129
9/24/2022 23:58:00,4.896319
9/25/2022 23:58:00,4.900806
9/26/2022 23:58:00,4.94545
9/27/2022 23:58:00,4.98973
9/28/2022 23:58:00,4.956125
9/29/2022 23:58:00,4.936886
9/30/2022 23:58:00,4.951725
10/1/2022 23:58:00,4.951725
10/2/2022 23:58:00,4.9486
10/3/2022 23:58:00,4.91015
10/4/2022 23:58:00,4.82175
10/5/2022 23:58:00,4.8641
10/6/2022 23:58:00,4.99325
10/7/2022 23:58:00,4.9888
10/8/2022 23:58:00,4.9908
10/9/2022 23:58:00,4.99235
10/10/2022 23:58:00,5.00325
10/11/2022 23:58:00,5.00275
10/12/2022 23:58:00,4.990651
10/13/2022 23:58:00,4.91835
10/14/2022 23:58:00,4.93825
10/15/2022 23:58:00,4.93825
10/16/2022 23:58:00,4.94975
10/17/2022 23:58:00,4.87348
10/18/2022 23:58:00,4.852
10/19/2022 23:58:00,4.91995
10/20/2022 23:58:00,4.8835
10/21/2022 23:58:00,4.843375
10/22/2022 23:58:00,4.843675
10/23/2022 23:58:00,4.8414
10/24/2022 23:58:00,4.84235
10/25/2022 23:58:00,4.78645
10/26/2022 23:58:00,4.69955
10/27/2022 23:58:00,4.73815
10/28/2022 23:58:00,4.73395
10/29/2022 23:58:00,4.73395
10/30/2022 23:58:00,4.7411
10/31/2022 23:58:00,4.7702
11/1/2022 23:58:00,4.76135
11/2/2022 23:58:00,4.79275
11/3/2022 23:58:00,4.8169
11/4/2022 23:58:00,4.70535
11/5/2022 23:58:00,4.70535
11/6/2022 23:58:00,4.7226
11/7/2022 23:58:00,4.66282
11/8/2022 23:58:00,4.65775
11/9/2022 23:58:00,4.70305
11/10/2022 23:58:00,4.596645
11/11/2022 23:58:00,4.52415
11/12/2022 23:58:00,4.52395
11/13/2022 23:58:00,4.527
11/14/2022 23:58:00,4.56605
11/15/2022 23:58:00,4.57665
11/16/2022 23:58:00,4.52165
11/17/2022 23:58:00,4.54315
11/18/2022 23:58:00,4.55175
11/19/2022 23:58:00,4.55165
11/20/2022 23:58:00,4.55325
11/21/2022 23:58:00,4.589447
11/22/2022 23:58:00,4.565703
11/23/2022 23:58:00,4.51565
11/24/2022 23:58:00,4.514996
11/25/2022 23:58:00,4.511498
11/26/2022 23:58:00,4.511498
11/27/2022 23:58:00,4.5262
11/28/2022 23:58:00,4.529653
11/29/2022 23:58:00,4.530435
11/30/2022 23:58:00,4.478847
12/1/2022 23:58:00,4.4542
12/2/2022 23:58:00,4.436957
12/3/2022 23:58:00,4.43685
12/4/2022 23:58:00,4.43335
12/5/2022 23:58:00,4.48905
12/6/2022 23:58:00,4.4815
12/7/2022 23:58:00,4.464541
12/8/2022 23:58:00,4.43765
12/9/2022 23:58:00,4.45255
12/10/2022 23:58:00,4.45255
12/11/2022 23:58:00,4.45955
12/12/2022 23:58:00,4.450744
12/13/2022 23:58:00,4.417706
12/14/2022 23:58:00,4.384423
12/15/2022 23:58:00,4.412049
12/16/2022 23:58:00,4.425869
12/17/2022 23:58:00,4.425869
12/18/2022 23:58:00,4.432846
12/19/2022 23:58:00,4.417508
12/20/2022 23:58:00,4.39725
12/21/2022 23:58:00,4.392838
12/22/2022 23:58:00,4.378697
12/23/2022 23:58:00,4.371339
12/24/2022 23:58:00,4.371339
12/25/2022 23:58:00,4.37056
12/26/2022 23:58:00,4.364334
12/27/2022 23:58:00,4.400276
12/28/2022 23:58:00,4.415457
12/29/2022 23:58:00,4.389194
12/30/2022 23:58:00,4.38165
12/31/2022 23:58:00,4.38165
1/1/2023 23:58:00,4.373947
1/2/2023 23:58:00,4.375337
1/3/2023 23:58:00,4.430965
1/4/2023 23:58:00,4.399326
1/5/2023 23:58:00,4.449334
1/6/2023 23:58:00,4.19145
1/7/2023 23:58:00,4.1699
1/8/2023 23:58:00,4.406698
1/9/2023 23:58:00,4.37216
1/10/2023 23:58:00,4.366032
1/11/2023 23:58:00,4.35445
1/12/2023 23:58:00,4.325239
1/13/2023 23:58:00,4.331375
1/14/2023 23:58:00,4.33145
1/15/2023 23:58:00,4.335903
1/16/2023 23:58:00,4.33329
1/17/2023 23:58:00,4.3562
1/18/2023 23:58:00,4.38135
1/19/2023 23:58:00,4.357923
1/20/2023 23:58:00,4.137624
1/21/2023 23:58:00,4.13765
1/22/2023 23:58:00,4.3325
1/23/2023 23:58:00,4.333652
1/24/2023 23:58:00,4.329004
1/25/2023 23:58:00,4.31735
1/26/2023 23:58:00,4.327088
1/27/2023 23:58:00,4.33015
1/28/2023 23:58:00,4.33015
1/29/2023 23:58:00,4.334454
1/30/2023 23:58:00,4.342346
1/31/2023 23:58:00,4.336472
2/1/2023 23:58:00,4.271849
2/2/2023 23:58:00,4.295782
2/3/2023 23:58:00,4.370042
2/4/2023 23:58:00,4.369542
2/5/2023 23:58:00,4.37
2/6/2023 23:58:00,4.42115
2/7/2023 23:58:00,4.42685
2/8/2023 23:58:00,4.4223
2/9/2023 23:58:00,4.42785
2/10/2023 23:58:00,4.466894
2/11/2023 23:58:00,4.466807
2/12/2023 23:58:00,4.468502
2/13/2023 23:58:00,4.461863
2/14/2023 23:58:00,4.44795
2/15/2023 23:58:00,4.45565
2/16/2023 23:58:00,4.474052
2/17/2023 23:58:00,4.44935
2/18/2023 23:58:00,4.44935
2/19/2023 23:58:00,4.456551
2/20/2023 23:58:00,4.439036
2/21/2023 23:58:00,4.45855
2/22/2023 23:58:00,4.4783
2/23/2023 23:58:00,4.461155
2/24/2023 23:58:00,4.476217
2/25/2023 23:58:00,4.475717
2/26/2023 23:58:00,4.472298
